TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
22.65,29.292,9.635,27.253,0.309,2.5
22.179,28.752,9.665,25.444,0.377,2.5
23.401,30.489,10.005,25.364,0.364,2.5
22.47,28.264,13.097,26.176,0.299,2.5
22.938,28.81,9.182,25.221,0.287,2.5
22.627,28.225,10.987,25.632,0.331,2.5
23.393,30.887,0.0,23.477,0.392,2.5
23.69,30.223,8.916,24.836,0.322,2.5
23.511,29.935,7.245,25.061,0.292,2.5
23.893,30.333,9.816,25.547,0.29,1.4
23.159,29.359,9.059,25.667,0.308,1.22
23.119,29.356,5.531,24.865,0.254,1.44
23.301,29.577,10.966,26.231,0.336,1.44
23.996,31.204,0.394,24.165,0.296,1.44
22.784,28.335,9.623,26.212,0.313,1.44
8.248,14.859,3.204,11.439,0.19,0.9
8.252,16.146,2.513,11.517,0.222,1.07
7.796,14.247,3.925,10.823,0.162,1.0
8.102,14.735,3.962,10.99,0.13,1.05
7.773,13.934,3.951,10.938,0.19,1.07
8.308,14.009,2.997,11.139,0.177,1.0
8.385,14.496,2.373,10.842,0.274,1.5
8.525,15.401,2.498,11.025,0.249,0.85
7.438,13.194,3.892,10.578,0.139,1.3
7.832,14.178,5.007,10.87,0.186,0.85
8.518,13.864,2.926,11.034,0.148,1.14
8.174,15.29,1.032,10.67,0.338,2.0
8.766,14.447,2.275,11.034,0.213,2.0
9.456,15.516,2.919,11.924,0.182,2.0
8.747,14.495,4.73,11.366,0.204,2.0
8.84,14.467,3.06,11.386,0.186,2.0
9.144,14.908,2.721,11.437,0.201,2.0
24.604,31.04,5.526,29.864,0.349,1.48
24.817,32.499,2.438,28.933,0.366,1.39
24.24,31.277,7.834,29.076,0.417,1.39
24.274,31.869,3.067,28.304,0.402,1.61
24.227,30.769,5.533,29.069,0.38,1.93
24.601,32.138,1.735,28.579,0.391,1.39
24.579,31.083,8.603,29.793,0.383,1.5
25.524,31.977,5.295,29.729,0.297,1.4
24.247,29.951,7.409,29.205,0.279,1.5
24.416,31.113,3.745,28.876,0.389,1.4
24.365,30.565,6.119,29.188,0.341,1.5
24.446,32.015,4.331,28.632,0.373,1.4
24.579,31.175,7.982,29.156,0.474,1.5
25.319,32.441,1.904,29.09,0.358,1.44
24.499,31.276,5.904,29.057,0.38,1.5
25.015,32.886,1.757,27.986,0.357,1.44
24.771,31.536,5.374,29.124,0.38,1.49
24.92,31.59,3.996,29.156,0.337,1.5
24.887,32.862,2.319,28.87,0.387,1.5
24.714,30.771,10.136,29.0,0.297,1.5
24.816,32.312,2.688,28.226,0.431,1.5
25.54,31.969,2.107,29.791,0.42,1.5
25.662,33.037,2.712,28.67,0.322,1.5
25.27,31.278,7.519,30.261,0.359,1.5
17.642,20.94,7.241,18.114,0.231,1.47
18.127,21.566,6.755,19.213,0.223,1.44
17.029,20.956,7.141,18.982,0.198,1.45
17.278,20.996,5.618,18.166,0.245,1.45
16.47,19.191,6.858,17.393,0.163,1.5
17.441,21.218,4.345,18.438,0.23,1.38
18.028,21.218,6.803,17.554,0.281,1.38
18.602,22.539,5.778,18.216,0.293,1.4
17.826,21.678,6.103,17.497,0.251,1.4
17.927,22.073,3.836,17.678,0.295,1.35
17.962,21.479,8.303,18.225,0.209,1.36
17.842,20.919,5.43,17.355,0.221,1.4
17.847,20.798,8.219,17.308,0.247,1.4
18.36,21.252,7.014,18.078,0.211,1.6
17.402,20.075,9.409,17.503,0.181,1.43
18.094,21.116,5.311,17.763,0.214,1.4
17.094,19.028,12.933,17.428,0.106,1.43
18.525,22.525,2.956,18.276,0.349,1.4
17.864,19.786,10.257,17.894,0.17,1.43
18.88,22.476,6.174,19.128,0.242,1.43
18.44,23.0,3.413,19.179,0.305,1.47
17.96,21.73,5.222,18.184,0.225,1.0
18.018,21.671,5.409,18.129,0.271,0.82
17.643,20.725,5.697,17.524,0.175,1.0
17.894,20.609,6.254,17.65,0.295,1.7
18.432,21.748,2.981,17.791,0.223,1.7
17.4,20.056,14.537,17.421,0.164,1.7
7.81,11.989,2.404,9.063,0.079,1.03
8.031,14.138,2.624,9.867,0.068,1.3
7.993,13.867,3.267,9.828,0.03,1.19
7.711,13.976,3.421,9.972,0.072,1.02
7.974,13.218,3.213,9.673,0.116,1.0
8.135,13.037,2.079,9.635,0.137,1.0
8.374,13.583,2.389,9.881,0.13,1.41
8.355,14.301,3.006,9.849,0.162,1.0
7.996,12.982,3.348,9.466,0.052,0.83
7.741,13.098,4.341,9.082,0.082,1.5
8.26,12.865,2.593,8.618,0.071,1.5
8.991,13.187,3.317,9.391,0.114,1.33
8.439,12.207,3.518,8.834,0.088,1.5
8.388,12.953,2.786,8.404,0.107,1.36
8.976,12.885,2.454,8.209,0.098,1.35
9.275,14.8,3.188,7.886,0.113,1.35
8.378,12.881,4.341,8.735,0.18,1.34
9.014,13.502,3.302,9.309,0.119,1.5
8.955,12.802,3.001,9.399,0.12,1.5
9.287,13.522,2.528,9.38,0.104,1.54
8.676,12.241,3.296,9.286,0.054,1.55
25.0,30.84,5.318,30.184,0.486,2.0
24.776,32.273,3.625,28.858,0.477,1.8
24.394,32.188,4.85,29.863,0.481,1.5
23.561,31.28,1.708,31.598,0.599,0.8
26.429,34.448,3.575,31.746,0.42,1.2
25.517,32.05,10.515,31.37,0.366,0.8
25.816,32.671,6.678,28.574,0.373,1.2
25.627,32.276,5.515,29.837,0.446,1.0
25.081,31.55,6.167,31.259,0.502,1.0
24.897,33.749,0.829,31.247,0.552,0.7
25.231,34.092,4.656,34.299,0.41,0.9
24.897,34.555,0.0,38.484,0.541,0.8
27.592,32.492,5.25,35.632,0.618,1.0
26.929,32.188,11.176,31.06,0.366,1.0
19.499,27.328,4.339,19.739,0.354,1.2
19.356,27.565,4.902,20.882,0.4,1.0
18.831,24.751,6.942,20.91,0.133,1.5
18.753,25.382,7.143,20.578,0.278,1.0
18.975,25.295,4.774,20.249,0.343,1.1
19.229,25.501,5.328,20.841,0.375,0.5
19.817,27.706,2.519,19.594,0.459,1.05
20.05,26.952,3.465,21.092,0.351,1.0
19.164,25.642,4.771,19.864,0.309,0.77
19.077,25.019,4.865,20.481,0.344,1.0
18.993,25.606,4.071,19.557,0.366,1.0
18.797,25.038,4.547,20.259,0.304,0.8
19.304,26.608,1.262,19.244,0.458,0.8
19.522,25.678,5.222,20.836,0.342,1.1
21.35,29.919,0.983,18.635,0.479,1.1
27.283,31.1,1.77,32.417,0.377,1.2
27.012,31.501,2.739,32.703,0.471,1.2
9.417,18.127,2.176,10.7,0.324,1.8
8.748,16.096,3.861,11.04,0.219,2.5
20.56,30.005,3.963,22.218,0.407,2.0
20.645,30.99,3.091,21.035,0.424,2.0
22.126,29.758,6.993,24.041,0.381,1.53
22.125,28.764,9.899,23.566,0.398,1.5
22.018,28.865,8.063,23.333,0.401,1.44
21.552,28.31,11.249,24.071,0.375,1.31
21.917,28.683,6.635,24.598,0.371,1.3
21.692,28.287,8.712,25.089,0.319,1.63
22.56,29.86,5.305,23.955,0.427,1.9
21.096,28.093,11.968,24.52,0.318,1.58
21.681,28.998,8.553,23.69,0.376,1.58
21.475,28.248,7.708,23.763,0.417,1.6
21.825,29.12,6.124,21.014,0.375,1.6
21.671,28.28,5.956,22.83,0.39,0.95
22.859,29.246,7.965,21.531,0.321,1.0
22.593,28.82,7.602,22.66,0.342,1.73
16.266,22.839,15.942,19.688,0.306,1.0
16.247,23.345,13.986,19.314,0.33,1.0
16.541,23.661,21.078,20.748,0.296,1.0
16.617,23.683,12.188,20.966,0.36,0.8
16.74,23.967,8.452,21.63,0.299,0.8
16.176,23.983,20.576,20.603,0.345,0.8
17.133,24.233,3.746,19.021,0.303,1.5
17.296,25.223,3.155,18.741,0.302,1.5
17.102,23.352,4.006,19.097,0.242,1.5
17.591,24.014,2.927,20.724,0.219,1.55
17.195,23.094,3.537,19.846,0.241,1.5
17.646,23.546,3.057,19.413,0.242,1.46
17.297,24.448,2.614,18.876,0.336,1.32
17.991,25.648,3.535,19.654,0.329,1.47
16.962,23.995,2.973,18.976,0.254,1.45
17.652,24.272,4.503,19.569,0.256,1.44
17.403,23.944,3.297,19.07,0.31,1.4
17.595,23.833,3.55,19.479,0.254,1.5
17.013,23.817,3.287,18.796,0.243,1.43
17.494,24.695,3.786,19.678,0.202,1.45
17.261,24.143,3.384,19.016,0.293,1.5
17.784,24.814,3.306,19.546,0.241,1.5
17.308,23.843,3.861,19.134,0.247,1.5
17.762,24.466,2.997,19.748,0.215,1.5
17.572,24.521,2.397,18.974,0.265,1.42
18.639,25.922,3.041,20.387,0.248,1.43
17.594,24.088,3.504,19.11,0.212,1.47
18.174,24.491,4.485,19.722,0.186,1.5
17.568,24.302,4.665,18.801,0.221,1.43
17.916,24.596,3.331,19.22,0.181,1.5
17.905,23.962,2.747,19.112,0.2,1.44
18.558,24.696,3.649,19.895,0.172,1.43
17.968,23.826,3.795,19.123,0.224,1.42
14.944,22.905,2.791,15.92,0.366,1.66
14.701,21.68,3.36,15.805,0.281,1.5
14.899,22.665,1.951,15.609,0.347,1.54
15.023,21.637,4.71,15.38,0.325,1.4
15.184,22.338,1.701,15.348,0.287,1.6
15.114,21.996,3.333,15.522,0.336,1.4
15.769,23.567,3.174,15.603,0.368,1.8
15.25,22.237,3.175,15.662,0.297,1.6
15.051,22.354,3.446,15.559,0.367,1.8
14.859,21.143,4.366,16.074,0.335,1.6
14.874,22.051,4.247,16.432,0.341,1.12
14.847,21.324,5.23,16.787,0.308,1.0
15.003,22.195,3.202,16.515,0.312,1.0
15.388,22.694,3.272,15.969,0.298,1.41
14.937,21.131,3.375,16.188,0.284,1.41
15.243,22.514,2.166,16.005,0.322,1.8
14.88,20.073,7.364,16.177,0.18,1.5
15.683,23.479,3.016,15.97,0.344,1.8
15.066,22.77,3.232,16.331,0.332,1.8
16.007,23.341,2.292,16.445,0.28,1.95
25.003,28.517,3.263,27.852,0.308,1.4
25.278,28.781,12.446,29.455,0.299,1.4
24.277,27.346,9.668,27.988,0.192,1.6
24.444,28.219,6.967,28.36,0.321,1.4
24.242,28.225,11.297,29.5,0.308,1.4
24.735,28.176,2.546,28.379,0.259,2.5
24.972,28.31,10.42,30.268,0.272,1.4
24.463,27.673,2.211,27.725,0.212,1.4
25.614,28.893,6.072,30.612,0.365,2.5
25.406,28.756,9.64,30.898,0.299,2.5
24.689,27.618,4.231,28.953,0.231,2.5
24.976,28.706,11.86,30.789,0.34,0.5
24.84,27.963,4.872,29.248,0.254,2.5
13.621,18.773,8.942,15.551,0.217,2.0
13.975,18.833,8.839,16.467,0.184,2.0
13.841,18.842,6.935,16.447,0.176,2.0
13.886,19.857,5.957,16.279,0.261,2.0
14.102,20.145,7.768,16.787,0.189,2.0
13.951,19.998,6.971,16.972,0.221,2.0
14.519,20.528,8.094,16.49,0.208,2.0
14.363,21.07,3.81,16.662,0.349,2.0
13.138,20.297,3.855,16.175,0.191,1.9
13.003,19.996,3.169,15.936,0.13,2.5
13.306,19.222,4.462,15.628,0.166,1.83
13.579,19.775,4.097,15.678,0.184,1.91
13.163,20.341,4.602,16.125,0.179,2.33
13.205,19.673,5.524,16.479,0.121,2.3
13.543,20.202,4.919,16.432,0.161,1.3
13.821,20.131,4.416,16.383,0.12,1.4
13.416,19.682,4.232,16.229,0.085,2.15
14.34,20.936,4.336,16.929,0.135,1.1
13.693,21.105,5.302,16.693,0.172,1.0
13.197,20.756,4.183,16.202,0.132,1.0
13.902,20.434,3.072,16.44,0.101,1.01
24.535,30.974,8.751,29.804,0.308,1.48
25.562,32.726,5.487,30.308,0.322,1.2
24.516,30.865,10.254,30.258,0.292,1.2
24.471,32.044,6.285,28.88,0.353,1.15
24.397,31.393,8.821,30.167,0.312,1.22
24.478,32.212,3.224,28.609,0.339,1.5
24.679,32.304,7.792,30.802,0.367,1.5
25.179,33.308,4.939,29.823,0.327,1.5
24.589,29.942,3.823,28.843,0.252,1.7
24.561,31.514,2.244,28.544,0.355,1.63
24.082,29.183,6.281,28.184,0.256,1.67
23.447,30.924,0.507,27.104,0.308,1.79
23.658,28.79,3.396,29.02,0.203,1.93
24.528,30.34,2.912,29.067,0.307,1.49
25.251,31.34,2.597,29.691,0.294,1.45
24.115,28.309,7.346,29.67,0.214,1.45
23.078,29.583,2.6,28.094,0.264,1.26
23.713,28.784,6.566,29.443,0.218,1.2
22.781,30.973,1.349,27.022,0.297,1.71
24.03,30.056,4.319,29.93,0.306,1.77
23.547,31.894,2.562,27.899,0.262,2.0
23.904,29.757,4.645,29.654,0.246,1.8
24.051,31.795,2.964,28.246,0.335,1.6
10.041,20.465,2.498,12.458,0.337,1.72
9.628,20.318,1.936,12.245,0.361,1.83
10.06,20.13,2.17,12.369,0.316,1.8
10.445,21.701,3.611,12.391,0.35,1.8
10.065,19.703,4.393,12.385,0.327,1.2
10.008,20.103,3.296,12.731,0.321,1.2
9.788,20.813,2.944,11.992,0.308,1.4
9.476,20.971,3.037,12.15,0.315,1.57
10.166,20.472,2.065,12.325,0.334,2.5
10.865,21.961,2.581,12.678,0.339,1.2
10.011,20.331,3.456,12.076,0.329,1.2
10.313,18.852,2.883,13.093,0.29,1.2
10.705,20.976,3.652,12.718,0.314,1.2
23.807,29.438,8.745,25.567,0.416,1.9
24.818,31.438,7.0,23.38,0.445,1.71
23.466,29.144,6.196,25.3,0.397,2.0
24.891,31.248,5.371,22.158,0.435,2.0
23.459,29.443,6.78,25.481,0.438,2.0
24.73,31.166,3.793,22.917,0.397,2.0
24.008,30.092,7.726,24.982,0.441,2.0
24.916,31.469,6.939,25.269,0.396,2.0
23.591,29.609,7.169,26.516,0.39,2.0
24.069,30.523,6.573,23.658,0.409,2.17
23.515,29.738,7.92,25.812,0.405,2.14
23.917,30.088,9.141,23.601,0.404,2.17
22.926,28.589,13.946,25.703,0.324,2.14
24.657,31.108,4.663,23.533,0.428,2.5
23.481,30.078,6.477,25.719,0.44,2.5
25.069,31.894,4.262,23.606,0.447,2.5
22.687,28.284,11.943,26.436,0.321,2.5
24.904,31.797,4.739,24.096,0.43,1.8
23.711,29.805,7.336,26.537,0.375,1.8
25.258,31.81,6.594,24.58,0.395,1.8
23.571,29.793,8.83,26.233,0.418,1.8
24.362,31.06,4.763,24.108,0.436,1.8
23.775,30.287,8.313,25.632,0.391,1.8
24.754,30.816,4.119,23.239,0.36,1.83
23.413,29.917,7.582,25.361,0.401,1.05
25.269,32.011,4.627,23.277,0.386,1.05
23.556,30.035,7.538,25.913,0.401,1.05
19.337,27.828,4.754,21.466,0.357,3.0
19.293,28.118,4.624,22.181,0.399,3.0
19.578,28.055,4.387,22.256,0.371,2.4
19.08,28.97,1.736,21.654,0.443,2.4
24.527,28.895,6.167,29.702,0.339,1.3
11.765,16.946,3.229,12.059,0.261,0.55
11.144,15.801,3.843,12.31,0.211,0.75
11.137,16.607,3.067,12.207,0.266,1.0
11.742,17.359,2.691,12.082,0.291,0.8
11.051,16.375,4.627,12.535,0.234,1.8
11.231,17.002,2.828,12.369,0.267,0.8
11.402,16.556,3.411,12.089,0.241,0.8
12.154,17.526,1.919,12.371,0.252,0.5
11.365,16.658,2.321,11.541,0.297,0.5
11.132,16.13,4.821,12.313,0.217,1.4
11.165,16.432,2.025,11.142,0.303,1.8
10.988,16.3,2.869,12.087,0.229,1.0
11.717,16.813,2.743,12.056,0.215,1.0
24.88,32.671,2.216,24.376,0.392,1.1
23.459,31.852,1.673,24.348,0.307,1.05
24.07,31.879,2.971,23.472,0.353,1.2
22.485,29.777,2.829,25.488,0.272,1.2
23.632,31.476,4.597,24.986,0.347,1.2
22.48,28.64,3.715,25.363,0.19,1.2
24.607,32.883,1.503,23.378,0.387,1.2
24.146,32.945,2.609,25.47,0.33,1.2
23.916,31.166,6.793,25.474,0.301,1.2
22.568,28.875,3.715,25.391,0.213,1.2
24.131,31.289,3.744,24.384,0.292,1.2
23.17,29.666,4.592,24.815,0.214,1.2
25.117,32.558,1.704,23.459,0.374,1.2
23.505,31.071,3.301,25.103,0.246,1.2
24.796,32.507,2.511,23.208,0.342,1.2
23.555,31.819,1.485,23.59,0.289,1.2
26.43,33.03,0.384,22.466,0.359,1.2
23.701,31.366,1.999,24.543,0.28,1.2
26.846,33.611,1.024,22.176,0.358,1.2
25.194,32.88,1.263,24.299,0.265,1.2
25.649,32.711,3.055,23.3,0.324,1.2
23.41,30.072,2.705,25.25,0.242,1.2
26.02,33.537,1.042,22.626,0.325,1.2
21.364,30.942,5.435,26.452,0.419,1.5
21.367,30.512,7.121,26.519,0.42,1.5
21.561,31.211,5.168,26.082,0.379,2.0
21.616,32.038,4.105,25.99,0.432,2.0
22.275,33.6,3.835,24.953,0.406,0.5
21.843,30.067,10.919,26.669,0.332,0.5
21.566,30.662,6.279,25.83,0.366,0.5
21.783,30.745,6.548,26.334,0.371,0.8
21.714,30.6,4.846,26.061,0.345,0.5
21.58,31.736,4.38,26.027,0.428,0.5
22.156,31.972,5.896,26.669,0.368,1.1
21.738,33.101,3.13,25.959,0.396,1.1
21.629,32.74,3.335,25.575,0.402,2.0
23.0,34.15,3.095,26.182,0.404,1.1
21.885,31.496,5.638,26.039,0.379,1.1
21.343,30.91,5.768,26.112,0.372,1.1
21.666,30.903,6.096,26.62,0.438,1.1
21.589,31.389,6.247,26.066,0.367,1.1
21.379,31.43,4.902,26.564,0.418,1.1
21.768,32.587,3.508,26.364,0.357,1.1
21.304,31.874,4.726,26.673,0.436,1.1
26.0,34.2,0.4,30.225,0.0,2.0
24.936,32.33,3.159,31.12,0.436,2.5
25.229,31.471,2.216,30.306,0.464,2.0
25.145,31.998,1.504,30.032,0.534,2.4
24.923,31.662,1.558,29.482,0.455,1.7
19.122,29.22,2.176,24.131,0.306,2.0
19.191,28.433,4.631,24.575,0.299,1.75
19.143,28.264,3.736,24.501,0.268,1.7
19.079,27.984,5.407,24.575,0.276,1.7
19.182,27.949,4.187,24.599,0.233,1.56
19.291,28.542,4.413,24.481,0.281,1.94
19.257,28.766,2.678,24.493,0.323,1.5
19.37,28.566,3.636,24.575,0.257,1.26
19.137,27.928,6.682,24.623,0.188,1.5
19.201,27.954,6.628,24.756,0.259,1.5
19.105,27.942,6.002,25.097,0.258,1.5
19.115,27.986,4.983,25.418,0.262,1.14
19.262,27.963,3.075,25.534,0.304,1.13
19.353,27.871,5.048,25.52,0.273,1.4
19.285,27.893,4.111,25.309,0.291,1.4
19.313,27.879,4.733,25.571,0.297,1.4
19.287,27.88,4.458,25.506,0.312,1.4
19.415,27.884,3.365,25.532,0.327,1.5
19.374,27.87,1.443,25.602,0.317,1.5
19.463,27.904,4.776,25.619,0.322,1.4
19.254,27.947,5.128,25.546,0.299,1.4
19.169,27.915,6.888,25.521,0.296,1.19
19.312,27.862,6.938,25.73,0.261,1.4
19.457,27.865,4.14,25.898,0.325,1.4
19.444,27.897,7.403,25.763,0.277,1.4
19.571,27.9,3.753,25.886,0.298,1.4
22.075,28.161,13.21,26.783,0.282,1.2
22.378,28.118,14.892,28.057,0.238,1.2
21.658,27.943,12.44,26.851,0.239,1.2
21.966,29.195,10.695,27.133,0.256,1.2
21.613,27.858,11.665,24.81,0.333,1.22
21.871,27.149,15.23,25.796,0.255,1.2
21.92,27.993,11.138,25.281,0.354,1.3
22.616,29.346,12.176,25.605,0.3,0.6
22.06,28.063,10.04,24.902,0.28,0.6
22.015,27.555,12.681,25.521,0.274,0.6
21.692,27.577,12.858,24.951,0.303,0.6
22.293,28.836,9.314,24.918,0.337,0.6
22.018,27.121,18.425,27.14,0.185,2.5
22.42,28.205,9.563,26.771,0.253,2.5
22.788,28.269,16.347,27.555,0.207,2.54
22.381,28.4,11.34,26.74,0.263,2.55
12.948,21.905,3.556,11.712,0.444,0.5
12.824,20.158,3.427,12.27,0.355,0.6
12.088,20.641,3.102,11.207,0.45,0.45
13.382,19.009,4.395,12.501,0.37,0.45
13.221,19.761,3.475,12.178,0.404,0.6
13.596,20.485,3.308,12.135,0.406,0.6
14.222,21.883,3.576,13.189,0.404,0.6
13.725,18.865,5.103,14.429,0.275,0.6
12.926,19.722,5.891,12.555,0.361,2.0
13.549,20.407,4.743,12.298,0.367,2.0
14.185,20.513,3.756,12.529,0.367,2.0
13.996,21.838,3.266,11.915,0.406,1.5
14.005,20.164,3.148,12.528,0.362,1.5
14.065,20.44,3.445,13.796,0.329,1.5
14.456,21.096,3.42,12.74,0.414,1.5
14.984,23.211,1.689,10.749,0.47,1.2
14.31,20.937,3.622,14.562,0.359,1.0
13.475,21.378,4.004,14.743,0.359,1.5
13.676,19.906,4.378,15.506,0.337,1.0
13.262,20.313,4.951,15.413,0.348,1.5
13.939,20.136,4.193,15.735,0.363,1.5
13.844,20.586,3.62,15.81,0.41,1.5
24.576,32.617,2.397,25.489,0.444,1.71
24.551,32.489,4.499,26.962,0.433,1.89
24.448,32.05,2.177,25.156,0.439,1.89
23.948,31.369,4.667,25.462,0.412,1.89
24.103,31.492,3.681,25.809,0.435,1.89
24.229,31.748,4.175,26.76,0.371,1.89
24.256,31.246,3.0,27.557,0.364,1.78
24.384,32.36,3.977,26.053,0.42,1.8
24.029,32.99,7.071,25.589,0.374,1.7
24.583,32.669,1.866,25.926,0.477,1.7
24.647,32.521,4.347,27.436,0.38,1.7
24.533,33.146,2.884,24.43,0.426,1.7
19.374,26.642,3.717,20.191,0.258,1.5
19.263,27.19,4.013,21.385,0.292,1.45
19.15,26.565,3.937,20.18,0.281,0.79
19.169,26.114,4.657,21.383,0.246,1.47
19.4,26.137,5.443,21.734,0.251,1.42
19.568,27.262,2.488,19.804,0.298,1.38
20.007,28.544,4.004,21.222,0.34,1.45
19.32,26.427,4.136,20.099,0.253,1.5
19.465,26.102,7.245,21.519,0.292,1.44
19.078,26.867,6.45,20.3,0.324,1.42
19.114,26.161,5.432,21.142,0.255,1.5
18.894,27.68,1.988,18.931,0.286,1.27
19.391,27.245,3.675,21.356,0.267,1.6
19.103,27.147,2.868,19.917,0.259,1.47
19.287,27.013,6.971,21.735,0.282,1.5
19.059,27.29,2.819,19.745,0.288,1.5
19.496,26.987,4.209,21.125,0.243,1.5
19.377,28.075,2.017,19.024,0.241,1.43
20.785,28.413,3.617,21.47,0.257,1.43
19.567,27.196,4.603,20.157,0.263,1.5
19.52,26.664,8.481,21.686,0.276,1.5
19.379,27.026,2.385,19.303,0.238,1.5
19.309,26.843,3.831,21.013,0.246,1.5
19.453,27.02,4.524,19.97,0.226,1.5
19.598,27.335,6.041,21.513,0.245,1.5
19.345,27.17,5.066,23.008,0.212,1.5
14.838,22.049,4.075,16.593,0.316,1.46
15.27,23.765,3.356,17.208,0.348,1.46
14.595,21.764,4.664,16.647,0.283,0.72
14.813,22.404,4.543,17.0,0.27,1.43
15.279,22.431,4.054,17.16,0.273,1.4
15.429,22.404,3.342,16.487,0.308,1.41
15.989,24.036,3.386,16.701,0.325,1.4
14.994,22.135,4.573,16.211,0.284,1.4
15.565,22.122,5.368,16.823,0.218,1.4
15.431,22.283,4.4,16.552,0.329,1.4
15.79,22.236,4.79,16.884,0.244,1.4
15.162,21.723,3.676,16.408,0.253,1.4
15.496,25.208,0.252,16.467,0.335,1.5
15.238,21.611,3.909,16.207,0.308,1.4
15.686,23.375,4.479,16.354,0.283,1.4
15.316,21.843,4.117,16.401,0.282,1.4
15.644,22.579,3.686,16.459,0.239,1.4
15.485,22.69,3.533,16.495,0.159,1.4
16.29,24.439,3.042,16.408,0.227,1.4
15.416,21.026,6.959,16.341,0.15,1.43
14.36,20.2,5.215,17.4,0.305,2.38
14.341,19.083,4.201,17.579,0.308,2.37
14.201,18.648,6.22,16.925,0.303,2.38
13.953,18.711,4.432,16.596,0.296,2.31
14.345,19.026,6.87,16.993,0.28,2.3
15.149,19.004,4.976,17.532,0.259,2.45
15.092,19.107,4.433,17.349,0.344,2.44
14.374,18.156,7.55,16.887,0.216,2.5
19.67,25.533,5.72,21.83,0.27,1.43
18.97,26.4,2.958,21.477,0.299,1.43
18.628,26.428,2.568,21.064,0.313,1.33
18.999,26.454,3.554,21.801,0.24,1.27
18.83,27.691,2.506,20.094,0.329,1.35
19.378,28.286,3.079,21.717,0.327,1.34
18.989,26.515,3.377,20.866,0.225,1.5
19.48,26.986,6.962,22.36,0.324,1.27
18.77,26.37,5.841,20.867,0.267,1.28
18.829,26.653,5.254,21.426,0.285,1.5
19.31,26.6,5.31,22.748,0.259,1.5
16.046,21.185,6.172,17.912,0.299,0.92
14.347,21.928,9.188,16.896,0.451,1.5
13.81,21.428,7.976,16.968,0.391,1.43
13.671,21.702,9.923,16.598,0.458,1.5
13.669,20.485,7.365,16.963,0.364,1.5
13.83,20.843,10.772,16.771,0.385,1.5
14.283,20.916,7.05,16.768,0.391,1.5
14.015,21.815,8.317,16.213,0.453,1.5
14.266,22.248,6.149,17.56,0.424,1.5
14.157,20.938,12.24,16.867,0.323,1.5
13.574,20.725,8.66,16.603,0.318,1.33
14.02,21.198,11.083,16.605,0.332,1.25
13.423,20.924,7.389,16.322,0.328,1.5
13.223,21.54,5.522,15.697,0.399,1.5
14.294,21.588,5.452,16.987,0.339,1.5
13.63,21.419,8.818,16.025,0.392,1.5
13.873,21.126,5.358,16.62,0.334,1.5
13.299,21.543,8.357,15.134,0.436,1.5
13.557,21.669,7.208,15.872,0.415,1.5
14.714,21.973,5.964,16.555,0.458,1.5
15.067,22.939,4.536,17.558,0.407,1.5
14.53,22.032,8.897,16.66,0.381,1.5
14.028,21.292,8.24,16.905,0.344,1.5
14.622,22.008,7.773,16.751,0.375,1.5
14.114,21.271,9.053,16.725,0.314,1.84
14.282,21.978,7.253,16.52,0.408,1.84
14.736,21.872,6.488,17.181,0.311,2.5
14.388,22.073,6.654,16.553,0.391,2.5
19.8,22.2,0.4,20.892,0.179,1.4
21.027,26.343,7.097,22.19,0.282,1.4
21.152,27.768,6.308,22.087,0.314,1.4
20.027,25.874,5.279,20.854,0.241,1.37
19.769,25.578,10.396,22.487,0.245,1.4
19.916,26.75,8.009,21.347,0.28,1.32
20.226,26.354,6.768,23.167,0.248,1.44
20.536,26.925,5.042,21.569,0.249,1.47
20.551,26.461,6.652,22.806,0.256,1.4
20.563,26.957,3.238,22.019,0.275,1.46
20.684,27.089,8.255,23.002,0.242,1.4
20.343,27.255,3.55,22.056,0.236,1.46
20.865,26.899,5.114,22.775,0.225,1.4
21.726,27.956,1.968,21.27,0.225,1.4
21.56,27.32,5.008,24.525,0.235,1.4
21.095,26.711,6.058,24.055,0.21,1.43
21.205,24.547,6.311,24.144,0.178,1.4
19.512,25.412,6.648,23.249,0.108,2.0
20.036,27.32,5.799,23.627,0.239,2.75
20.457,27.16,2.41,25.185,0.177,1.78
22.918,27.934,15.8,29.119,0.119,1.2
22.728,28.993,25.219,28.955,0.264,1.21
22.966,28.481,19.849,29.062,0.22,3.0
23.113,29.181,17.529,29.755,0.24,0.7
24.064,29.413,23.508,30.84,0.262,1.5
23.139,28.188,19.617,29.549,0.188,0.98
23.331,29.433,17.262,29.882,0.271,1.5
23.514,28.407,12.937,29.682,0.185,1.5
23.212,29.795,26.893,30.076,0.288,1.5
24.461,31.763,6.266,34.015,0.426,1.26
22.88,31.951,1.654,32.26,0.46,0.8
24.009,32.222,4.236,30.081,0.419,1.27
23.421,30.816,2.752,28.009,0.352,1.8
24.405,31.566,3.853,29.328,0.454,1.5
23.544,30.332,0.585,27.856,0.423,1.3
24.717,30.669,2.734,29.833,0.358,1.5
24.173,29.95,13.957,29.887,0.283,1.0
14.055,17.318,8.442,16.092,0.239,1.39
14.651,19.655,2.349,16.338,0.355,1.39
14.395,20.187,4.45,15.862,0.28,1.25
15.678,22.046,5.882,16.924,0.298,1.25
14.602,20.82,5.54,16.187,0.298,1.25
