TSSM_MIN,TSSM_MAX,PTPM,TV,BSHG,RENDIMIENTO
17.89,26.28,7.375,21.813,0.265,0.7
17.945,26.184,7.56,21.818,0.255,0.7
17.522,27.303,4.489,21.139,0.303,0.7
18.352,27.673,6.634,20.031,0.237,0.8
18.166,27.155,5.093,20.727,0.295,0.8
18.683,27.864,5.067,20.997,0.327,0.8
18.075,26.132,6.111,20.138,0.292,0.8
19.249,29.242,4.106,20.947,0.33,0.8
18.103,26.609,6.952,19.974,0.301,0.8
19.071,27.2,5.964,19.595,0.352,1.75
15.227,23.019,5.757,17.982,0.296,2.3
14.657,24.314,5.139,16.375,0.377,2.6
15.011,24.37,3.324,17.576,0.379,3.0
14.5,22.284,6.811,16.628,0.25,2.3
15.158,22.345,9.723,17.373,0.25,2.6
15.092,22.689,10.401,17.168,0.263,2.6
15.157,22.808,6.638,17.35,0.272,2.6
14.55,24.164,4.924,15.707,0.349,2.6
15.152,23.389,5.237,17.49,0.296,2.5
14.396,24.361,1.424,15.754,0.353,2.5
15.733,24.592,5.877,17.889,0.336,1.05
15.063,23.095,10.228,17.373,0.266,1.5
15.118,23.005,6.877,17.266,0.288,2.5
14.997,23.377,7.915,16.632,0.315,1.66
15.503,23.373,6.332,17.691,0.295,2.56
14.768,23.886,5.578,16.384,0.345,1.67
22.792,31.311,4.374,27.871,0.349,0.91
22.796,29.066,6.125,27.605,0.307,1.88
22.926,30.297,4.585,26.859,0.295,2.03
22.93,29.239,7.201,27.745,0.308,2.0
22.819,29.163,6.571,27.692,0.256,2.0
23.052,29.479,8.861,28.118,0.329,2.0
23.512,30.177,7.043,28.666,0.297,2.0
22.888,29.861,4.624,28.131,0.324,2.0
22.712,29.632,7.158,27.02,0.3,2.0
22.81,28.824,8.697,28.053,0.262,2.0
22.725,29.299,6.946,27.422,0.244,1.0
23.294,30.182,6.418,28.09,0.283,1.5
22.756,29.025,9.641,27.753,0.303,1.5
22.757,31.403,4.667,27.424,0.298,1.5
22.844,29.288,7.733,28.578,0.283,1.5
22.988,29.807,8.325,28.595,0.244,1.5
23.361,29.413,9.416,28.926,0.272,1.5
23.536,30.607,6.602,28.797,0.287,1.5
23.092,28.662,10.928,28.714,0.28,1.5
23.323,29.52,10.448,29.061,0.251,1.5
22.941,30.227,8.758,28.169,0.247,1.02
23.281,29.868,6.556,29.045,0.211,1.04
15.737,20.972,2.802,17.531,0.353,0.8
15.853,20.974,2.87,16.659,0.38,0.8
15.691,19.951,3.332,17.516,0.332,0.8
15.193,20.967,3.149,17.108,0.41,0.8
15.317,20.498,4.0,17.384,0.322,0.8
15.351,21.17,3.19,16.748,0.385,2.0
15.817,21.925,3.054,16.999,0.369,2.5
15.993,22.807,2.901,17.163,0.398,2.4
14.883,21.547,6.008,17.327,0.257,2.5
14.54,21.498,5.667,16.191,0.34,1.75
14.927,21.354,3.436,17.107,0.292,1.75
15.03,21.55,3.476,16.312,0.346,1.8
15.249,22.488,3.707,17.12,0.363,1.8
15.939,22.601,1.82,17.43,0.388,1.6
15.684,22.016,2.558,17.366,0.382,1.6
15.636,22.133,2.004,17.056,0.431,2.2
16.618,21.899,2.198,16.94,0.405,2.2
16.353,22.297,2.013,17.156,0.402,1.67
16.408,21.81,1.658,17.269,0.373,1.32
16.165,22.073,2.226,17.229,0.415,1.4
15.851,21.352,2.762,17.221,0.352,1.4
15.078,20.44,3.611,17.139,0.352,1.19
15.591,20.565,3.577,18.015,0.317,1.19
15.647,20.904,2.742,17.272,0.362,1.4
15.689,21.301,3.194,17.783,0.367,1.4
16.207,20.916,3.467,17.384,0.388,1.46
16.228,20.589,1.645,16.966,0.402,1.42
12.566,16.428,10.808,14.802,0.182,1.16
10.457,16.549,1.944,14.399,0.202,1.1
11.271,15.631,11.99,14.8,0.13,1.3
9.35,15.417,0.366,13.573,0.182,1.1
11.142,15.732,10.8,14.682,0.126,1.3
10.55,15.989,3.043,14.05,0.202,1.0
12.042,16.842,7.727,15.461,0.205,1.0
12.022,17.083,2.569,15.422,0.203,1.2
12.276,15.736,16.461,15.419,0.107,1.4
10.486,15.592,3.944,14.316,0.134,1.2
11.834,16.152,13.077,15.296,0.141,1.4
10.849,16.433,5.064,14.423,0.154,1.1
12.322,17.134,10.721,15.621,0.227,1.2
11.959,17.058,5.083,15.83,0.089,1.1
11.5,16.44,9.784,15.09,0.144,1.3
10.679,16.553,2.123,14.476,0.17,1.19
12.051,16.76,10.541,15.586,0.143,1.19
11.1,16.721,1.151,14.494,0.161,1.2
13.152,17.1,5.929,16.224,0.215,1.2
9.953,17.999,1.487,11.874,0.417,1.55
10.121,16.213,2.093,11.442,0.347,1.5
9.729,17.481,1.668,10.989,0.418,1.55
10.125,16.501,2.247,11.664,0.344,1.63
10.497,17.256,1.959,11.64,0.394,1.6
10.893,18.841,2.389,11.611,0.412,1.6
10.369,16.789,3.036,11.792,0.307,1.6
10.199,17.203,4.628,11.515,0.354,2.0
10.27,16.204,2.899,11.454,0.32,0.87
10.327,17.193,2.844,11.15,0.371,3.0
10.691,18.059,1.197,11.023,0.398,2.0
10.383,18.097,1.28,11.074,0.418,2.0
10.722,17.516,1.132,10.993,0.41,1.4
11.316,19.186,1.226,11.104,0.411,1.4
10.153,17.725,2.355,11.258,0.371,0.75
10.374,17.692,2.459,11.162,0.342,1.1
11.119,17.972,2.211,11.518,0.369,0.9
22.369,29.139,10.728,30.526,0.182,0.64
22.875,28.2,4.888,27.769,0.181,0.64
23.196,29.239,10.46,27.742,0.267,1.0
22.74,29.479,9.993,27.562,0.266,1.0
23.086,29.274,9.641,27.949,0.251,1.0
23.257,30.398,5.413,27.6,0.338,1.0
23.503,29.978,9.497,28.573,0.308,1.0
23.042,29.099,8.304,27.964,0.293,1.0
22.83,29.804,9.443,27.708,0.303,1.0
22.899,29.207,8.38,28.035,0.317,1.0
22.924,29.155,13.654,28.098,0.277,0.8
23.229,29.587,11.92,28.379,0.264,1.0
22.909,29.495,8.571,27.706,0.326,1.0
23.959,30.901,10.796,29.859,0.199,1.0
23.208,30.145,9.125,28.677,0.23,1.0
23.345,30.295,9.192,28.352,0.247,1.2
22.443,28.443,5.924,28.492,0.212,1.2
15.813,22.417,2.906,17.612,0.297,1.36
15.512,23.168,3.351,19.852,0.27,1.33
14.663,21.726,8.787,18.373,0.272,1.81
14.967,21.472,9.97,17.102,0.244,1.8
15.17,21.524,6.747,17.515,0.215,2.0
14.909,22.042,4.518,16.912,0.36,2.0
15.464,23.291,4.15,17.852,0.313,2.0
14.856,20.885,10.256,17.059,0.204,2.0
14.403,20.886,11.499,16.75,0.261,2.0
14.914,21.023,8.276,16.399,0.251,2.0
14.524,21.12,7.03,16.513,0.253,2.0
15.11,21.651,8.836,18.219,0.193,1.2
14.682,21.433,9.002,16.961,0.135,1.0
14.812,21.297,7.549,17.301,0.176,1.0
15.574,22.342,4.393,17.969,0.14,1.0
16.571,22.407,5.611,17.507,0.197,1.0
13.531,18.406,4.886,14.991,0.251,1.64
13.245,18.515,5.501,15.057,0.25,1.63
13.71,19.492,3.674,16.464,0.308,1.4
12.845,15.407,3.735,13.35,0.203,1.2
12.665,15.304,5.447,13.052,0.23,1.2
12.416,15.147,5.823,12.905,0.199,1.7
12.077,14.709,3.291,12.556,0.275,1.2
14.171,19.809,1.397,16.579,0.317,1.19
13.913,19.031,4.205,15.216,0.255,1.23
13.575,17.712,2.393,14.009,0.249,1.23
13.008,17.552,7.131,14.141,0.21,1.04
13.611,17.559,3.853,14.307,0.225,1.04
12.682,17.402,5.863,14.06,0.218,1.23
13.161,17.629,4.25,13.962,0.25,1.23
13.233,17.853,7.636,14.658,0.177,1.23
13.203,17.754,3.893,14.107,0.237,1.23
13.222,18.589,4.56,15.091,0.205,1.5
13.269,18.738,4.603,14.47,0.143,2.3
13.355,19.263,5.223,15.052,0.173,1.9
13.369,20.056,4.681,15.227,0.203,2.0
13.051,20.032,4.875,14.537,0.216,2.76
13.125,19.492,5.122,14.786,0.156,2.6
13.469,19.373,4.769,15.112,0.175,1.3
21.63,29.899,3.556,23.559,0.401,1.7
22.037,27.867,7.106,26.797,0.363,1.7
22.061,31.193,2.723,23.325,0.426,1.7
25.346,31.311,3.241,30.016,0.442,2.0
25.685,32.515,3.713,29.513,0.424,2.0
25.12,31.134,4.456,29.943,0.435,2.0
25.18,32.132,2.86,28.699,0.481,1.9
25.065,30.201,3.898,29.575,0.421,1.8
25.524,32.293,1.863,29.395,0.456,1.7
25.66,31.723,5.033,29.978,0.43,2.0
26.199,33.063,3.528,28.776,0.434,1.8
24.803,30.128,6.035,28.9,0.374,1.5
25.145,31.452,3.258,27.455,0.427,1.6
25.207,30.146,3.698,29.007,0.385,1.3
11.877,18.126,2.108,13.752,0.16,1.8
9.411,19.243,2.002,12.824,0.255,1.8
11.174,17.801,2.121,12.925,0.196,1.67
10.61,17.898,2.868,13.015,0.186,1.6
11.18,17.522,3.06,13.182,0.176,1.63
11.091,18.309,2.428,13.605,0.225,1.83
11.376,18.544,1.737,12.66,0.27,1.6
9.364,20.907,0.812,12.196,0.357,1.08
11.148,17.195,3.948,13.293,0.18,1.4
10.678,17.941,3.743,13.005,0.223,1.51
11.407,17.577,3.186,12.735,0.201,1.38
11.245,17.911,3.424,12.782,0.222,1.23
11.834,17.603,1.942,12.196,0.21,1.23
11.346,18.712,2.441,13.113,0.268,2.45
12.008,17.877,2.311,12.666,0.226,2.45
12.026,18.743,1.602,12.692,0.258,2.45
12.28,18.746,1.008,12.602,0.194,2.45
12.844,17.857,4.123,13.601,0.177,2.5
12.662,18.659,2.249,13.338,0.179,2.5
11.397,17.741,2.011,13.088,0.2,1.6
11.935,16.369,2.264,13.213,0.214,1.5
11.092,16.92,2.781,12.863,0.225,2.5
11.988,17.742,1.929,12.809,0.209,2.5
24.281,31.371,7.909,30.584,0.445,1.5
24.128,30.932,6.373,30.533,0.393,1.5
23.976,31.055,9.205,30.011,0.44,1.5
23.531,30.289,5.105,28.5,0.37,1.5
23.949,31.205,9.536,29.943,0.417,1.5
23.769,29.867,8.013,29.348,0.282,1.5
24.5,32.408,6.032,30.337,0.464,1.5
24.743,32.732,10.171,29.999,0.387,1.5
24.027,31.201,15.915,30.322,0.396,1.5
23.789,30.089,7.64,29.629,0.308,1.2
24.119,31.421,11.971,30.599,0.388,1.2
24.036,27.495,22.792,30.117,0.15,0.7
24.38,28.182,16.85,30.65,0.135,0.7
23.849,27.252,33.155,30.31,0.146,1.0
23.848,28.116,15.562,29.575,0.215,1.25
23.778,27.606,26.263,29.522,0.193,1.25
24.136,27.955,13.972,30.083,0.192,1.23
24.331,27.731,25.013,30.458,0.19,1.38
24.9,28.483,15.85,34.02,0.157,1.2
23.64,25.98,29.612,29.189,0.109,1.25
23.905,27.262,13.596,28.595,0.228,1.51
24.522,27.061,15.522,31.443,0.202,1.5
24.017,28.208,26.84,30.248,0.204,1.02
17.75,24.451,5.175,20.299,0.206,1.0
17.819,25.158,4.898,20.293,0.231,1.0
17.535,23.754,5.527,19.632,0.232,1.0
17.148,24.041,3.204,19.22,0.219,1.1
17.368,23.884,6.311,19.565,0.159,1.05
17.597,25.549,2.564,19.703,0.254,1.2
17.939,25.348,4.712,19.943,0.307,1.2
18.315,26.688,3.289,20.387,0.294,1.1
17.426,23.195,5.985,19.572,0.162,1.1
17.357,24.099,3.807,19.489,0.222,1.1
17.632,24.106,4.761,19.73,0.21,1.1
17.336,24.952,2.882,19.885,0.215,1.0
17.631,25.678,2.726,20.158,0.259,1.0
17.6,26.286,2.452,20.942,0.206,1.0
17.419,25.755,3.466,20.751,0.227,1.0
13.7,19.769,3.59,16.889,0.298,0.8
22.775,31.34,6.926,23.771,0.286,2.3
22.721,31.02,7.657,24.132,0.328,2.3
22.277,31.477,1.121,24.914,0.36,1.6
22.765,28.674,8.138,25.1,0.328,2.3
22.795,30.246,6.816,25.175,0.305,1.6
23.158,33.705,7.486,25.999,0.335,1.6
22.549,29.791,7.883,26.942,0.284,1.6
22.321,29.964,6.497,26.518,0.343,1.6
22.998,29.829,6.632,26.463,0.31,1.6
22.584,30.477,6.716,26.657,0.298,1.5
22.957,30.846,6.785,26.608,0.322,1.5
23.302,31.612,5.735,26.682,0.291,2.5
22.733,28.913,7.917,26.039,0.266,1.5
23.181,30.246,6.81,25.923,0.288,1.5
23.039,29.123,7.376,26.634,0.328,1.5
20.171,33.095,2.24,19.456,0.478,2.2
19.272,33.586,2.12,19.155,0.492,2.2
20.797,34.46,2.264,18.829,0.496,3.0
19.618,30.665,3.801,21.407,0.404,3.0
19.343,31.532,3.599,19.621,0.427,1.05
19.19,31.617,2.796,19.618,0.416,1.05
19.574,32.437,2.563,19.505,0.458,1.12
18.764,32.813,1.675,18.855,0.481,1.12
20.781,33.942,2.262,19.34,0.509,1.9
19.614,32.397,1.784,19.583,0.469,1.93
20.879,34.076,2.226,19.381,0.52,2.1
20.224,32.962,1.588,19.509,0.436,2.1
20.517,33.749,2.036,19.442,0.481,1.9
20.67,33.74,0.623,21.313,0.424,2.2
22.476,35.012,1.315,22.236,0.493,1.58
20.289,32.883,1.787,21.373,0.457,1.58
20.296,32.478,2.509,21.706,0.439,1.33
20.331,32.105,2.067,21.916,0.435,1.33
19.73,33.027,0.4,20.673,0.524,2.0
20.919,31.122,3.45,22.395,0.396,2.0
20.322,32.463,1.744,21.842,0.448,2.0
9.857,20.824,1.618,11.979,0.412,1.8
12.46,20.075,6.542,12.954,0.313,1.8
8.771,21.79,0.769,11.634,0.538,1.8
9.546,20.732,1.463,11.36,0.531,1.8
8.759,20.591,1.045,11.642,0.418,1.8
10.439,22.628,1.867,14.181,0.438,1.8
10.093,19.528,3.042,13.016,0.381,1.5
9.487,19.738,1.979,12.495,0.354,1.5
9.506,20.881,1.903,12.153,0.402,1.5
9.472,19.989,2.057,11.855,0.354,1.6
8.437,22.426,0.643,11.924,0.435,1.5
23.155,31.347,4.052,25.616,0.446,1.19
23.145,30.998,6.562,26.161,0.368,1.18
23.698,31.759,6.339,28.17,0.419,2.5
24.046,32.774,4.422,28.472,0.436,2.5
23.927,32.138,5.339,29.011,0.391,3.0
24.65,33.066,3.431,28.187,0.44,2.5
24.4,32.837,6.287,28.44,0.371,2.5
24.566,33.014,4.728,28.42,0.544,2.5
25.75,34.209,5.272,29.039,0.382,2.7
24.308,33.217,4.757,27.484,0.422,2.7
23.906,32.118,6.695,28.458,0.404,2.7
23.913,32.266,5.066,28.622,0.444,2.7
23.593,31.587,7.545,28.557,0.279,2.5
23.732,32.858,5.389,27.626,0.439,1.6
23.956,31.999,5.726,28.627,0.338,2.5
23.907,33.118,3.985,27.245,0.435,2.5
25.09,33.267,1.226,25.655,0.532,1.0
26.464,35.798,2.21,23.461,0.562,1.0
25.13,32.377,3.307,25.443,0.43,1.0
25.66,34.095,4.849,25.048,0.468,1.0
25.294,32.974,3.934,25.628,0.464,1.01
25.707,34.356,1.031,24.255,0.59,1.0
26.796,34.955,2.382,24.767,0.434,1.0
25.371,34.196,9.888,24.553,0.374,1.0
25.59,35.737,2.747,24.569,0.495,1.0
25.523,35.267,4.556,26.037,0.433,1.0
25.491,35.857,1.917,24.873,0.522,1.5
26.269,35.966,3.501,25.94,0.507,1.5
25.877,35.884,3.99,25.225,0.47,1.5
26.417,36.949,1.826,23.177,0.556,0.9
26.363,35.454,4.338,24.893,0.495,1.0
27.112,35.08,4.616,25.139,0.38,1.5
27.389,35.608,3.126,25.078,0.53,1.5
27.565,35.812,5.941,25.265,0.488,1.0
25.817,34.822,5.369,25.351,0.444,1.2
26.273,35.134,4.119,24.401,0.504,1.0
25.756,34.049,5.256,25.422,0.382,1.2
25.83,35.303,1.136,26.201,0.509,1.2
25.716,35.563,1.579,24.819,0.539,0.8
27.682,35.821,1.536,25.272,0.526,0.73
23.953,30.304,10.452,28.777,0.434,0.9
24.136,30.624,8.7,29.003,0.414,0.9
24.164,30.475,9.934,28.79,0.447,0.9
23.86,30.418,14.563,28.511,0.376,0.86
24.055,30.07,11.887,28.496,0.372,0.79
24.158,30.11,11.461,28.474,0.349,1.89
24.554,30.983,8.207,28.766,0.44,1.81
24.869,31.415,6.128,29.098,0.39,0.82
24.078,29.993,12.99,28.482,0.392,0.8
24.062,30.419,12.089,28.105,0.382,0.83
24.26,30.667,7.656,28.477,0.339,0.8
24.487,31.172,8.739,28.802,0.379,0.85
24.597,31.213,7.361,28.67,0.267,0.8
24.425,31.261,6.477,28.799,0.443,1.0
24.387,30.911,8.043,28.783,0.368,0.99
24.395,31.761,5.614,28.685,0.487,0.99
24.372,31.28,6.417,28.87,0.402,1.5
24.79,31.861,5.961,29.882,0.421,1.5
24.851,31.242,9.997,29.778,0.32,2.56
24.314,30.894,7.766,29.008,0.405,1.5
24.177,30.842,7.487,28.853,0.378,1.0
24.354,31.166,6.755,28.593,0.402,2.5
24.213,31.091,8.154,28.701,0.45,2.5
24.403,30.824,8.197,28.914,0.355,2.5
24.353,31.044,8.013,28.977,0.405,2.5
17.366,22.124,8.41,20.117,0.34,1.0
16.89,21.569,5.336,19.946,0.297,1.0
16.83,21.019,8.476,19.124,0.276,1.0
16.733,20.422,7.128,19.007,0.191,0.9
16.619,20.71,10.055,19.334,0.26,0.9
16.6,20.741,5.633,19.516,0.213,1.0
17.367,22.488,7.668,21.153,0.328,1.0
17.627,22.252,6.223,20.745,0.263,1.0
16.761,20.977,12.099,19.338,0.244,1.0
15.997,20.617,6.079,18.701,0.24,0.66
16.922,21.37,10.522,18.611,0.272,0.52
16.547,20.993,6.755,18.3,0.258,1.2
17.391,22.228,6.858,18.715,0.334,1.0
17.274,21.611,5.315,19.089,0.233,1.2
17.391,21.044,6.28,19.093,0.268,1.2
17.441,23.741,3.721,20.664,0.195,1.5
17.356,24.715,4.007,19.702,0.243,1.5
16.884,23.401,3.625,19.17,0.192,1.5
17.163,23.679,4.61,19.983,0.196,1.6
17.152,23.257,3.802,19.307,0.166,1.72
17.502,23.907,4.609,20.158,0.215,1.5
17.416,24.485,2.213,19.142,0.282,1.57
18.097,25.574,3.979,19.829,0.281,1.51
17.154,23.559,3.582,19.085,0.195,1.6
17.451,23.894,5.522,20.359,0.237,1.43
17.217,23.263,4.753,19.628,0.244,1.42
17.425,23.291,3.121,20.182,0.212,1.52
17.111,23.579,2.412,19.422,0.198,1.51
17.71,24.634,3.96,20.486,0.213,1.4
17.471,23.978,3.134,19.753,0.205,1.42
17.795,24.749,3.554,20.85,0.233,1.52
17.51,24.124,3.131,19.74,0.224,1.44
17.977,24.677,3.062,20.399,0.22,1.52
17.936,25.127,1.889,20.003,0.212,1.44
18.786,25.699,3.551,21.402,0.188,1.45
17.79,24.34,3.742,20.782,0.175,1.48
18.504,24.192,4.512,23.22,0.24,2.15
17.597,24.539,3.256,21.004,0.222,2.32
17.533,24.069,3.227,20.361,0.176,2.71
17.646,24.228,3.086,20.193,0.208,2.31
18.113,24.912,4.03,21.154,0.19,2.75
18.008,24.248,3.074,20.446,0.109,2.33
18.55,23.573,3.477,18.865,0.332,1.4
19.414,24.834,3.323,18.98,0.331,1.4
18.043,22.912,2.452,17.586,0.293,1.4
18.071,23.386,5.392,18.515,0.351,1.4
17.981,23.117,5.161,18.06,0.338,1.4
18.105,23.186,4.893,18.513,0.31,1.4
18.461,23.807,3.029,17.77,0.312,1.4
18.776,23.603,4.289,18.51,0.241,1.4
18.203,23.613,3.442,17.51,0.326,1.4
18.777,24.126,3.688,18.074,0.304,1.4
18.269,23.406,3.217,17.368,0.357,1.4
18.712,24.0,3.239,17.899,0.293,1.4
18.992,24.711,1.651,19.166,0.33,1.3
19.865,25.616,2.273,19.686,0.297,1.3
18.105,23.437,2.799,17.107,0.286,1.3
18.739,23.896,5.265,18.563,0.298,1.3
18.141,23.562,3.762,18.168,0.327,1.7
18.535,23.295,4.433,18.354,0.257,1.3
18.315,23.036,3.365,17.794,0.314,1.4
18.865,23.94,4.037,18.669,0.298,1.4
18.394,23.203,3.331,17.934,0.287,1.4
23.707,29.391,8.04,26.219,0.371,1.8
24.133,30.907,7.153,23.855,0.407,1.8
22.836,28.285,7.259,25.214,0.367,1.98
23.711,30.507,5.765,22.568,0.363,1.98
23.306,29.03,8.857,25.506,0.364,1.98
23.781,30.306,3.845,24.635,0.379,2.0
23.727,29.74,6.69,26.019,0.42,2.0
24.228,31.263,6.854,26.264,0.387,2.0
23.32,28.974,8.775,26.001,0.363,2.0
23.594,29.889,6.569,24.656,0.367,2.0
23.229,29.125,7.776,26.052,0.374,2.0
24.148,31.325,6.502,24.186,0.39,1.6
23.753,30.523,3.987,25.18,0.371,2.0
24.476,31.493,5.905,27.252,0.355,2.1
23.307,28.931,8.655,27.861,0.365,2.1
23.692,30.506,5.655,27.261,0.387,1.78
22.893,28.937,9.614,27.598,0.337,1.78
23.286,31.34,0.831,24.214,0.382,2.1
23.67,30.386,7.816,26.898,0.453,2.1
23.708,31.167,5.801,27.252,0.336,2.1
23.133,28.984,7.934,27.564,0.356,2.1
15.129,19.252,6.384,16.308,0.181,1.2
14.759,19.52,8.736,16.548,0.214,1.0
15.239,19.954,5.374,16.247,0.251,1.43
14.864,19.912,5.569,16.414,0.204,1.3
15.461,21.091,3.788,15.773,0.257,1.1
15.412,21.403,3.717,15.963,0.289,1.1
16.311,22.523,1.029,15.268,0.307,0.8
15.927,22.225,4.467,17.032,0.254,1.2
15.436,21.378,4.456,16.736,0.249,1.1
15.532,20.655,6.555,17.134,0.217,1.5
14.947,21.122,4.937,16.555,0.265,1.0
14.499,20.775,5.742,16.411,0.205,1.2
22.924,29.645,6.938,25.944,0.309,1.5
23.233,31.026,10.548,26.748,0.355,1.7
22.495,29.57,6.145,26.252,0.27,1.7
22.468,29.59,8.756,25.619,0.289,1.5
22.783,29.155,10.134,26.275,0.25,1.5
23.397,30.471,8.965,26.734,0.26,1.05
22.672,29.009,9.176,26.662,0.297,1.5
23.364,31.353,5.378,25.094,0.29,2.0
22.776,29.216,9.805,26.691,0.272,2.0
23.107,30.535,5.409,25.606,0.29,2.5
22.81,29.308,11.04,26.641,0.278,2.5
23.656,31.391,6.742,26.294,0.259,1.58
22.879,28.967,13.201,27.389,0.275,1.58
23.162,30.201,7.258,26.396,0.279,1.0
22.831,29.439,9.12,27.774,0.283,1.0
22.805,29.484,5.851,25.761,0.276,1.6
22.711,29.345,10.036,26.259,0.248,1.6
24.116,32.424,0.907,24.881,0.229,1.6
22.926,28.903,9.719,27.784,0.297,1.6
18.447,24.881,6.121,20.697,0.384,3.0
18.517,25.615,6.464,19.921,0.43,2.5
18.585,25.074,6.013,20.28,0.405,3.0
18.525,25.749,4.464,19.843,0.436,2.5
18.666,25.856,4.234,20.6,0.473,1.9
23.801,30.207,6.938,27.241,0.37,1.4
23.697,31.486,4.13,26.744,0.464,1.5
24.146,29.062,6.997,27.616,0.34,1.4
24.021,30.133,0.245,27.199,0.503,1.26
24.278,30.586,3.889,28.345,0.481,1.26
23.889,31.826,4.404,26.852,0.42,1.3
24.332,30.023,8.147,27.668,0.394,1.3
24.34,31.868,7.489,26.972,0.416,1.3
24.263,29.669,7.676,27.828,0.354,1.3
23.242,32.174,1.198,24.323,0.548,1.5
23.676,30.529,5.576,26.568,0.381,1.5
24.259,31.948,4.723,25.96,0.363,1.23
24.22,32.719,2.535,24.879,0.349,1.2
24.062,32.094,3.109,26.285,0.434,1.2
24.434,29.95,9.323,28.244,0.35,1.0
24.063,29.461,8.563,28.016,0.302,1.0
24.237,31.026,7.38,27.687,0.4,1.02
24.237,30.456,7.483,29.368,0.322,1.04
24.211,31.492,3.371,27.848,0.431,1.33
24.511,30.268,3.805,28.827,0.314,1.29
12.603,21.067,2.625,14.875,0.312,1.4
11.56,18.751,2.832,14.194,0.275,2.1
11.908,19.037,2.469,14.249,0.227,2.01
12.667,18.971,3.888,15.793,0.209,2.2
11.744,19.567,1.492,14.394,0.278,2.2
11.95,18.341,1.391,14.082,0.211,2.2
12.395,20.234,1.793,14.475,0.3,2.2
11.873,18.721,2.19,14.585,0.274,2.2
11.622,18.28,2.774,15.015,0.233,1.0
12.367,18.626,2.037,14.983,0.211,1.03
15.751,20.936,6.054,15.971,0.321,2.14
15.576,20.112,6.31,17.605,0.308,2.14
15.156,19.539,11.549,16.428,0.213,1.8
14.835,18.836,10.106,17.19,0.221,1.67
15.115,19.311,8.915,16.875,0.23,1.95
15.529,19.72,7.351,17.896,0.257,2.0
16.04,21.474,4.632,16.293,0.37,2.0
16.349,20.659,5.721,18.177,0.316,1.79
15.168,19.335,9.386,16.764,0.204,1.7
15.049,19.317,12.668,17.576,0.223,1.7
15.338,19.925,7.989,15.914,0.293,1.7
15.187,19.148,10.625,17.31,0.211,1.7
15.877,21.356,6.536,15.484,0.304,2.0
15.577,20.579,5.351,16.137,0.302,2.0
15.441,19.559,12.509,17.81,0.228,2.0
15.853,21.098,4.674,15.973,0.336,2.2
16.755,22.543,2.24,15.387,0.371,0.99
15.938,21.305,5.061,16.189,0.281,2.0
15.712,20.021,10.023,18.018,0.198,2.0
15.902,20.986,5.882,16.489,0.294,2.0
15.7,20.193,7.33,17.823,0.217,2.1
15.916,21.278,4.642,16.18,0.309,2.1
16.279,20.492,7.997,18.559,0.21,2.1
16.371,21.605,2.362,15.027,0.325,2.1
24.693,31.09,8.893,30.585,0.423,2.23
24.738,32.325,6.131,30.047,0.388,2.49
24.354,30.99,7.618,30.245,0.385,1.64
24.046,31.047,6.735,30.198,0.38,1.71
24.118,30.505,11.735,30.078,0.418,1.81
24.283,30.985,5.662,29.714,0.39,2.2
24.928,31.354,8.759,31.093,0.473,2.2
25.526,32.449,7.193,31.786,0.403,2.0
24.41,30.304,13.045,30.233,0.372,2.0
24.276,30.495,5.994,29.801,0.391,2.0
24.271,30.833,10.977,30.213,0.413,2.0
24.225,31.445,5.685,29.029,0.4,2.0
24.794,31.383,5.937,31.004,0.466,2.0
24.866,31.981,6.988,31.234,0.398,2.0
24.749,31.597,6.458,30.679,0.422,2.0
24.669,31.871,5.252,30.35,0.378,1.8
25.164,32.267,6.215,31.916,0.471,1.8
24.621,31.909,6.529,30.355,0.421,1.8
25.32,31.768,6.354,32.001,0.407,1.8
25.603,33.073,3.417,31.098,0.364,1.5
24.762,31.548,8.05,31.808,0.428,1.4
24.546,32.321,6.385,32.401,0.439,1.4
24.793,31.83,4.037,33.245,0.413,1.4
24.422,32.043,6.108,34.017,0.359,1.3
25.347,32.6,2.767,34.028,0.455,1.3
25.245,32.093,4.787,32.441,0.439,1.3
25.097,32.16,4.639,30.925,0.364,1.5
23.969,33.424,2.398,29.619,0.418,1.5
24.45,31.673,4.985,30.233,0.366,1.5
23.698,32.975,4.045,28.846,0.356,1.5
24.611,31.634,5.05,30.491,0.317,1.5
23.87,32.986,3.027,29.308,0.443,1.5
25.08,32.916,4.175,31.014,0.386,1.5
25.169,33.805,3.437,31.306,0.341,1.5
24.915,30.8,8.122,30.73,0.212,1.45
23.816,32.193,4.646,29.736,0.385,1.5
24.944,31.828,7.487,30.858,0.298,1.4
22.689,33.083,0.018,29.253,0.522,1.5
23.702,33.975,0.82,30.327,0.396,1.5
24.927,30.607,5.479,30.761,0.245,1.5
25.12,33.08,6.573,31.559,0.31,1.5
25.245,32.208,5.323,31.601,0.282,1.5
21.9,34.54,0.0,31.656,0.402,1.5
24.808,34.115,1.284,33.104,0.355,1.5
20.47,26.136,4.034,20.13,0.287,1.57
20.448,26.197,3.804,20.093,0.314,1.43
20.306,25.707,5.551,20.487,0.253,1.42
20.097,24.762,6.313,21.041,0.252,1.54
19.91,24.445,5.111,20.145,0.243,0.72
19.818,24.283,6.912,20.992,0.255,1.47
20.614,25.867,3.371,18.759,0.342,1.4
21.063,26.455,3.172,20.071,0.339,1.44
